title,release_year,imdb_rating,mpaa_rating,genre,plot,actors,runtime
Spider-Man: No Way Home,2021,8.2,PG-13,Action Adventure Fantasy,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","Tom Holland,Zendaya,Benedict Cumberbatch,Jacob Batalon,Jon Favreau,Jamie Foxx,Willem Dafoe,Alfred Molina,Benedict Wong,Tony Revolori,Marisa Tomei,Andrew Garfield,Tobey Maguire,Angourie Rice,Arian Moayed,Paula Newsome,Hannibal Buress,Martin Starr",2h 28m
Fargo,1996,8.1,R,Crime Thriller,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"William H. Macy,Frances McDormand,Steve Buscemi,Peter Stormare,Kristin Rudrüd,Harve Presnell,Tony Denman,Gary Houston,Sally Wingert,Kurt Schweickhardt,Larissa Kokernot,Melissa Peterman,Steve Reevis,Warren Keith,Steve Edelman,Sharon Anderson,Larry Brandenburg,James Gaulke",1h 38m
Klaus,2019,8.2,PG,Animation Adventure Comedy,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Jason Schwartzman,J.K. Simmons,Rashida Jones,Will Sasso,Neda Margrethe Labba,Sergio Pablos,Norm MacDonald,Joan Cusack,Evan Agos,Sky Alexis,Jaeden Bettencourt,Teddy Blum,Mila Brener,Sydney Brower,Finn Carr,Kendall Joy Hall,Hailey Hermida,Lexie Holland",1h 36m
Warrior,2011,8.1,PG-13,Action Drama Sport,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","Tom Hardy,Nick Nolte,Joel Edgerton,Jennifer Morrison,Frank Grillo,Kevin Dunn,Maximiliano Hernández,Bryan Callen,Sam Sheridan,Fernando Chien,Jake McLaughlin,Vanessa Martinez,Denzel Whitaker,Carlos Miranda,Nick Lehane,Laura Chinn,Capri Thomas,Lexi Cowan",2h 20m
Catch Me If You Can,2002,8.1,PG-13,Biography Crime Drama,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin,Chris Ellis,John Finn,Jennifer Garner,Nancy Lenehan,Ellen Pompeo,Elizabeth Banks,Guy Thauvette,Candice Azzara",2h 21m
Godzilla Minus One,2023,8.3,PG-13,Action Adventure Drama,"Post war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.","Sakura Andô,Minami Hamabe,Ryunosuke Kamiki,Munetaka Aoki,Yuki Takao,Shiro Mizushima,Minami Hamabe's stand-in,,,Hidetaka Yoshioka,Yûya Endô,Saori,Akio Itagaki,Tatsuo Hotta, Captain of Yukikaze,Akiko,",2h 4m
Gran Torino,2008,8.1,R,Drama,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.","Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her,Brian Haley,Geraldine Hughes,Dreama Walker,Brian Howe,John Carroll Lynch,William Hill,Brooke Chia Thao,Chee Thao,Choua Kue,Scott Eastwood,Xia Soua Chang,Sonny Vue,Doua Moua,Greg Trzaskoma",1h 56m
My Neighbor Totoro,1988,8.1,G,Animation Comedy Family,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Hitoshi Takagi,Noriko Hidaka,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Hiroko Maruyama,Machiko Washio,Reiko Suzuki,Masashi Hirose,Toshiyuki Amagasa,Shigeru Chiba,Naoki Tatsuta,Tarako,Tomohiro Nishimura,Mitsuko Ishida,Chie Kôjiro,Daiki Nakamura",1h 26m
Million Dollar Baby,2004,8.1,PG-13,Drama Sport,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","Hilary Swank,Clint Eastwood,Morgan Freeman,Jay Baruchel,Mike Colter,Lucia Rijker,Brían F. O'Byrne,Anthony Mackie,Margo Martindale,Riki Lindhome,Michael Peña,Benito Martinez,Bruce MacVittie,David Powledge,Joe D'Angerio,Marcus Chait,Tom McCleister,Erica Grant",2h 12m
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,PG-13,Adventure Family Fantasy,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,Ralph Fiennes,Alan Rickman,Evanna Lynch,Domhnall Gleeson,Clémence Poésy,Warwick Davis,John Hurt,Helena Bonham Carter,Graham Duff,Anthony Allgood,Rusty Goffe,Jon Key,Kelly Macdonald,Jason Isaacs",2h 10m
Children of Heaven,1997,8.2,PG,Drama Family Sport,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,Fereshte Sarabandi,Kamal Mirkarimi,Behzad Rafi,Dariush Mokhtari,Mohammad-Hasan Hosseinian,Masume Dair,Kambiz Peykarnegar,Hasan Roohparvari,Abbas-Ali Roomandi,Jafar Seyfollahi,Qolamreza Maleki,Zahra Mirzai,Sara Zamani,Mohammad Haj Hosseini",1h 29m
12 Years a Slave,2013,8.1,R,Biography Drama History,"In the antebellum United States, Solomon Northup, a free Black man from upstate New York, is abducted and sold into slavery.","Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,Brad Pitt,Dwight Henry,Dickie Gravois,Bryan Batt,Ashley Dyke,Kelsey Scott,Quvenzhané Wallis,Cameron Zeigler,Tony Bentley,Scoot McNairy,Taran Killam,Christopher Berry,Bill Camp,Mister Mackey Jr.,Chris Chalk",2h 14m
Blade Runner,1982,8.1,R,Action Drama Sci-Fi,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh,Daryl Hannah,William Sanderson,Brion James,Joe Turkel,Joanna Cassidy,James Hong,Morgan Paull,Kevin Thompson,John Edward Allen,Hy Pyke,Kimiko Hiroshige,Bob Okazaki,Carolyn DeMirjian",1h 57m
Before Sunrise,1995,8.1,R,Drama Romance,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger,Tex Rubinowitz,Erni Mangold,Dominik Castell,Haymon Maria Buttinger,Harald Waiglein,Bilge Jeschim,Kurti,Hans Weingartner,Liese Lyon,Peter Ily Huemer,Otto Reiter,Hubert Fabian Kulterer,Branko Andric",1h 41m
The Grand Budapest Hotel,2014,8.1,R,Adventure Comedy Crime,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody,Willem Dafoe,Jeff Goldblum,Harvey Keitel,Jude Law,Bill Murray,Edward Norton,Saoirse Ronan,Jason Schwartzman,Léa Seydoux,Tilda Swinton,Tom Wilkinson,Owen Wilson,Tony Revolori,Larry Pine",1h 39m
Ben-Hur,1959,8.1,G,Adventure Drama,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.","Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,Hugh Griffith,Martha Scott,Cathy O'Donnell,Sam Jaffe,Finlay Currie,Frank Thring,Terence Longdon,George Relph,André Morell,Umberto Alivernini,Armando Annuale,Artemio Antonini,Nello Appodia,Fortunato Arena",3h 32m
Barry Lyndon,1975,8.1,PG,Adventure Drama War,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,Steven Berkoff,Gay Hamilton,Marie Kean,Diana Körner,Murray Melvin,Frank Middlemass,André Morell,Arthur O'Sullivan,Godfrey Quigley,Leonard Rossiter,Philip Stone,Leon Vitali,John Bindon,Roger Booth",3h 5m
Gone Girl,2014,8.1,R,Drama Mystery Thriller,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,Carrie Coon,Kim Dickens,Patrick Fugit,David Clennon,Lisa Banes,Missi Pyle,Emily Ratajkowski,Casey Wilson,Lola Kirke,Boyd Holbrook,Sela Ward,Lee Norris,Jamie McShane,Leonard Kelly-Young",2h 29m
Hacksaw Ridge,2016,8.1,R,Biography Drama History,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,Richard Pyros,Jacob Warner,Milo Gibson,Darcy Bryce,Roman Guerriero,James Lugton,Kasia Stelmach,Hugo Weaving,Rachel Griffiths,Jarin Towney,Tim McGarry,Tyler Coppin,Richard Platt,Nathaniel Buzolic",2h 19m
The Gold Rush,1925,8.1,Passed,Adventure Comedy Drama,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.","Charles Chaplin,Mack Swain,Tom Murray,Henry Bergman,Malcolm Waite,Georgia Hale,Jack Adams,Frank Aderias,Leona Aderias,Lillian Adrian,Sam Allen,Claude Anderson,Harry Arras,Albert Austin,Marta Belfort,William Bell,Francis Bernhardt,F.J. Beuaregard",1h 35m
In the Name of the Father,1993,8.1,R,Biography Crime Drama,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.","Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,Emma Thompson,Nye Heron,Anthony Brophy,Frankie McCafferty,Paul Warriner,Julian Walsh,Stuart Wolfenden,Jo Connor,Karen Carlisle,Seamus Moran,Billy Byrne,Maureen McBride,Jane Nolan,Laurence Griffin",2h 13m
Memories of Murder,2003,8.1,Not Rated,Crime Drama Mystery,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","Song Kang-ho,Kim Sang-kyung,Kim Roe-ha,Song Jae-ho,Byun Hee-Bong,Ko Seo-hie,Ryu Tae-ho,Park No-shik,Park Hae-il,Jeon Mi-seon,Seo Young-hwa,Woo Go-na,Ok-joo Lee,Choi Jong-ryol,Yoo Seung-mok,Hun-Kyung Lee,Shin Hyun-jong,Lee Jae-eung",2h 12m
Dead Poets Society,1989,8.1,PG,Comedy Drama,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.","Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,Gale Hansen,Dylan Kussman,Allelon Ruggiero,James Waterston,Norman Lloyd,Kurtwood Smith,Carla Belver,Leon Pownall,George Martin,Joe Aufiery,Matt Carey,Kevin Cooney,Jane Moore,Lara Flynn Boyle",2h 8m
On the Waterfront,1954,8.1,Approved,Crime Drama Thriller,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning,Leif Erickson,James Westerfield,Tony Galento,Tami Mauriello,John F. Hamilton,John Heldabrand,Rudy Bond,Don Blackman,Arthur Keegan,Abe Simon,Eva Marie Saint,Martin Balsam,Dan Bergin",1h 48m
The General,1926,8.1,Passed,Action Adventure Comedy,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.","Buster Keaton,Marion Mack,Glen Cavender,Jim Farley,Frederick Vroom,Frank Barnes,Charles Henry Smith,Joe Keaton,Mike Donlin,Tom Nawn,Henry Baird,Joe Bricher,Jimmy Bryant,Sergeant Bukowski,C.C. Cruson,Jack Dempster,Keith Fennell,Budd Fine",1h 18m
The Deer Hunter,1978,8.1,R,Drama War,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"Robert De Niro,Christopher Walken,John Cazale,John Savage,Meryl Streep,George Dzundza,Chuck Aspegren,Shirley Stoler,Rutanya Alda,Pierre Segui,Mady Kaplan,Amy Wright,Mary Ann Haenel,Richard Kuss,Joe Grifasi,Christopher Colombi Jr.,Victoria Karnafel,Jack Scardino",3h 3m
Wild Tales,2014,8.1,R,Comedy Drama Thriller,Six short stories that explore the extremities of human behavior involving people in distress.,"Darío Grandinetti,María Marull,Mónica Villa,Diego Starosta,Marcelo Frasca,Lucila Mangone,María Laura Caccamo,Carlos Alberto Vavassori,Pablo Machado,Horacio Vay,Javier Pedersoli,Héctor Drachtman,María Rosa López Ottonello,Rita Cortese,Julieta Zylberberg,César Bordón,Juan Santiago Linari,Leonardo Sbaraglia",2h 2m
Mad Max: Fury Road,2015,8.1,R,Action Adventure Sci-Fi,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.","Tom Hardy,Charlize Theron,Nicholas Hoult,Zoë Kravitz,Hugh Keays-Byrne,Josh Helman,Nathan Jones,Rosie Huntington-Whiteley,Riley Keough,Abbey Lee,Courtney Eaton,John Howard,Richard Carter,Iota,Angus Sampson,Jennifer Hagan,Megan Gale,Melissa Jaffer",2h
"Monsters, Inc.",2001,8.1,G,Animation Adventure Comedy,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Billy Crystal,John Goodman,Mary Gibbs,Steve Buscemi,James Coburn,Jennifer Tilly,Bob Peterson,John Ratzenberger,Frank Oz,Daniel Gerson,Steve Susskind,Bonnie Hunt,Jeff Pidgeon,Samuel Lord Black,Jack Angel,Bob Bergen,Rodger Bumpass,Gino Conforti",1h 32m
Sherlock Jr.,1924,8.2,Passed,Action Comedy Romance,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","Buster Keaton,Kathryn McGuire,Joe Keaton,Erwin Connelly,Ward Crane,Jane Connelly,George Davis,Doris Deane,Christine Francis,Betsy Ann Hisle,Kewpie Morgan,Steve Murphy,John Patrick,Ford West",45m
The Third Man,1949,8.1,Approved,Film-Noir Mystery Thriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","Orson Welles,Joseph Cotten,Alida Valli,Trevor Howard,Paul Hörbiger,Ernst Deutsch,Erich Ponto,Siegfried Breuer,Hedwig Bleibtreu,Bernard Lee,Wilfrid Hyde-White,Nelly Arno,Jack Arrow,Harold Ayer,Harry Belcher,Leo Bieber,Paul Birch,Martin Boddey",1h 33m
Wild Strawberries,1957,8.1,Not Rated,Drama Romance,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl,Folke Sundquist,Björn Bjelfvenstam,Naima Wifstrand,Gunnel Broström,Gertrud Fridh,Sif Ruud,Gunnar Sjöberg,Max von Sydow,Åke Fridell,Yngve Nordwall,Per Sjöstrand,Gio Petré,Gunnel Lindblom",1h 31m
The Wages of Fear,1953,8.2,Not Rated,Adventure Drama Thriller,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","Yves Montand,Charles Vanel,Peter van Eyck,Folco Lulli,Véra Clouzot,William Tubbs,Darío Moreno,Jo Dest,Antonio Centa,Luis De Lima,Grégoire Gromoff,,Seguna,,Charles Fawcett,Pat Hurst",2h 11m
Jaws,1975,8.1,PG,Adventure Mystery Thriller,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,Murray Hamilton,Carl Gottlieb,Jeffrey Kramer,Susan Backlinie,Jonathan Filley,Ted Grossman,Chris Rebello,Jay Mello,Lee Fierro,Jeffrey Voorhees,Craig Kingsbury,Robert Nevin,Peter Benchley,Jonathan Searle",2h 4m
How to Train Your Dragon,2010,8.1,PG,Animation Action Adventure,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Craig Ferguson,America Ferrera,Jonah Hill,T.J. Miller,Kristen Wiig,Robin Atkin Downes,Philip McGrade,Kieron Elliott,Ashley Jensen,David Tennant",1h 38m
Mary and Max,2009,8.1,Not Rated,Animation Comedy Drama,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.","Toni Collette,Philip Seymour Hoffman,Eric Bana,Barry Humphries,Christopher Massey,Oliver Marks,Daisy Kocher,Daniel Marks,Hamish Hughes,Dan Doherty,Julie Forsyth,Mandy Mao,Patrick McCabe,Adam Elliot,Mr. Peck,Michael James Allen,Bill Murphy,Shaun Patten",1h 32m
Mr. Smith Goes to Washington,1939,8.1,Passed,Comedy Drama,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","James Stewart,Jean Arthur,Claude Rains,Edward Arnold,Guy Kibbee,Thomas Mitchell,Eugene Pallette,Beulah Bondi,H.B. Warner,Harry Carey,Astrid Allwyn,Ruth Donnelly,Grant Mitchell,Porter Hall,H.V. Kaltenborn,Charles Lane,Pierre Watkin,Dick Elliott",2h 9m
Ford v Ferrari,2019,8.1,PG-13,Action Biography Drama,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"Matt Damon,Christian Bale,Jon Bernthal,Caitríona Balfe,Josh Lucas,Noah Jupe,Tracy Letts,Remo Girone,Ray McKinnon,JJ Feild,Jack McMullen,Corrado Invernizzi,Joe Williamson,Ian Harding,Christopher Darga,Shawn Law,Emil Beheshti,Darrin Prescott",2h 32m
